kingdom	phylum	class	order	family	genus	species	A4_T2_R1	A4_T3_R1	A4_T4_R1	A4_T5_R1	B1_T2_R1	B1_T3_R1	B1_T4_R1	B1_T5_R1	B2_T2_R1	B2_T3_R1	B2_T4_R1	B2_T5_R1	B3_T2_R1	B3_T3_R1	B3_T4_R1	B3_T5_R1	B4_T2_R1	B4_T3_R1	B4_T4_R1	B4_T5_R1	B5_T1_R1	B5_T2_R1	B5_T3_R1	B5_T4_R1	B6_T2_R1	B6_T3_R1	B6_T4_R1	B6_T5_R1	B7_T2_R1	B7_T3_R1	B7_T4_R1	B7_T5_R1	B8_T2_R1	B8_T3_R1	B8_T4_R1	C1_T1_R1	C1_T2_R1	C1_T4_R1	C1_T5_R1	C2_T1_R1	C2_T2_R1	C2_T3_R1	C2_T4_R1	C2_T5_R1	C3_T1_R1	C3_T2_R1	C3_T3_R1	C3_T4_R1	C3_T5_R1	C6_T1_R1	C6_T2_R1	C6_T3_R1	C6_T4_R1	C6_T5_R1	C7_T2_R1	C7_T3_R1	C7_T4_R1	C7_T5_R1	D1_T2_R1	D1_T3_R1	D1_T4_R1	D1_T5_R1	D2_T1_R1	D2_T2_R1	D2_T3_R1	D2_T4_R1	D2_T5_R1	D4_T1_R1	D4_T2_R1	D4_T3_R1	D4_T4_R1	D4_T5_R1	D5_T2_R1	D5_T4_R1	D5_T5_R1	D6_T1_R1	D6_T2_R1	D6_T3_R1	D6_T4_R1	D6_T5_R1	E1_T1_R1	E1_T2_R1	E1_T3_R1	E1_T4_R1	E1_T5_R1	E2_T1_R1	E2_T2_R1	E2_T3_R1	E2_T4_R1	E2_T5_R1	E3_T2_R1	E3_T3_R1	E3_T4_R1	E3_T5_R1	E5_T1_R1	E5_T2_R1	E5_T4_R1	E5_T5_R1	E7_T2_R1	E7_T3_R1	E7_T4_R1	E7_T5_R1	F1_T2_R1	F1_T3_R1	F1_T4_R1	F1_T5_R1	F3_T2_R1	F3_T3_R1	F3_T4_R1	F3_T5_R1	F4_T2_R1	F4_T3_R1	F4_T4_R1	F5_T1_R1	F5_T2_R1	F5_T3_R1	F5_T4_R1	F5_T5_R1	F7_T1_R1	F7_T2_R1	F7_T3_R1	F7_T4_R1	F7_T5_R1	F8_T1_R1	F8_T2_R1	F8_T3_R1	F8_T4_R1	F8_T5_R1	G1_T1_R1	G1_T4_R1	G1_T5_R1	G2_T2_R1	G2_T3_R1	G2_T4_R1	G2_T5_R1	G3_T2_R1	G3_T3_R1	G3_T4_R1	G3_T5_R1	G4_T1_R1	G4_T2_R1	G4_T3_R1	G4_T4_R1	G4_T5_R1	G5_T5_R1	G6_T1_R1	G6_T3_R1	G6_T4_R1	G6_T5_R1	G7_T1_R1	G7_T2_R1	G7_T3_R1	G7_T4_R1	G7_T5_R1	G8_T1_R1	G8_T2_R1	G8_T4_R1	G8_T5_R1	H1_T2_R1	H1_T3_R1	H1_T4_R1	H1_T5_R1	H2_T2_R1	H2_T3_R1	H2_T5_R1	H4_T2_R1	H4_T3_R1	H4_T4_R1	H4_T5_R1	H5_T2_R1	H5_T3_R1	H5_T4_R1	H5_T5_R1	H7_T2_R1	H8_T1_R1	H8_T2_R1	H8_T3_R1	H8_T4_R1	H8_T5_R1	I2_T2_R1	I2_T3_R1	I2_T4_R1	I2_T5_R1	I5_T1_R1	I5_T2_R1	I5_T3_R1	I5_T4_R1	I5_T5_R1	I6_T2_R1	I6_T3_R1	I6_T4_R1	I6_T5_R1	Resv_T2_R1	Resv_T3_R1	Resv_T4_R1	Resv_T5_R1	Cont_T1_R1	Cont_T2_R1	Cont_T3_R1	Cont_T4_R1	Cont_T5_R1	A4_T2_R2	A4_T3_R2	A4_T4_R2	A4_T5_R2	B1_T2_R2	B1_T3_R2	B1_T4_R2	B1_T5_R2	B2_T2_R2	B2_T3_R2	B2_T4_R2	B2_T5_R2	B3_T2_R2	B3_T3_R2	B3_T4_R2	B3_T5_R2	B4_T2_R2	B4_T3_R2	B4_T4_R2	B4_T5_R2	B5_T3_R2	B5_T4_R2	B5_T5_R2	B6_T2_R2	B6_T3_R2	B6_T5_R2	B7_T2_R2	B7_T3_R2	B7_T4_R2	B7_T5_R2	B8_T2_R2	B8_T3_R2	B8_T4_R2	B8_T5_R2	C1_T2_R2	C1_T3_R2	C1_T4_R2	C1_T5_R2	C2_T1_R2	C2_T2_R2	C2_T3_R2	C2_T4_R2	C2_T5_R2	C3_T1_R2	C3_T2_R2	C3_T3_R2	C3_T4_R2	C3_T5_R2	C6_T2_R2	C6_T3_R2	C6_T4_R2	C6_T5_R2	C7_T2_R2	C7_T3_R2	C7_T5_R2	D1_T2_R2	D1_T3_R2	D1_T4_R2	D1_T5_R2	D2_T2_R2	D2_T3_R2	D2_T4_R2	D4_T2_R2	D4_T3_R2	D4_T4_R2	D4_T5_R2	D5_T2_R2	D5_T3_R2	D5_T4_R2	D5_T5_R2	D6_T1_R2	D6_T2_R2	D6_T3_R2	D6_T4_R2	D6_T5_R2	E1_T2_R2	E1_T3_R2	E1_T4_R2	E1_T5_R2	E2_T1_R2	E2_T2_R2	E2_T3_R2	E2_T4_R2	E2_T5_R2	E3_T2_R2	E3_T3_R2	E3_T4_R2	E3_T5_R2	E5_T2_R2	E5_T3_R2	E5_T4_R2	E5_T5_R2	E7_T2_R2	E7_T3_R2	E7_T4_R2	E7_T5_R2	F1_T2_R2	F1_T3_R2	F1_T5_R2	F3_T2_R2	F3_T3_R2	F3_T4_R2	F4_T2_R2	F4_T3_R2	F5_T1_R2	F5_T2_R2	F5_T3_R2	F5_T4_R2	F5_T5_R2	F7_T2_R2	F7_T3_R2	F7_T4_R2	F7_T5_R2	F8_T2_R2	F8_T3_R2	F8_T4_R2	F8_T5_R2	G1_T4_R2	G2_T2_R2	G2_T3_R2	G2_T4_R2	G2_T5_R2	G3_T2_R2	G3_T3_R2	G3_T4_R2	G3_T5_R2	G4_T1_R2	G4_T2_R2	G4_T3_R2	G4_T4_R2	G4_T5_R2	G6_T1_R2	G6_T3_R2	G6_T4_R2	G7_T2_R2	G7_T3_R2	G7_T4_R2	G7_T5_R2	G8_T2_R2	G8_T3_R2	G8_T4_R2	G8_T5_R2	H1_T2_R2	H1_T3_R2	H1_T4_R2	H1_T5_R2	H2_T2_R2	H2_T3_R2	H2_T4_R2	H2_T5_R2	H4_T2_R2	H4_T3_R2	H4_T4_R2	H4_T5_R2	H5_T2_R2	H5_T3_R2	H5_T4_R2	H5_T5_R2	H7_T2_R2	H8_T1_R2	H8_T2_R2	H8_T4_R2	H8_T5_R2	I2_T2_R2	I2_T3_R2	I2_T4_R2	I2_T5_R2	I5_T2_R2	I5_T3_R2	I5_T4_R2	I5_T5_R2	I6_T2_R2	I6_T3_R2	I6_T4_R2	Resv_T2_R2	Resv_T3_R2	Resv_T4_R2	Resv_T5_R2	Cont_T1_R2	Cont_T2_R2	Cont_T3_R2	Cont_T4_R2	Cont_T5_R2
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Prochlorotrichaceae	Nodosilinea	Nodosilinea nodulosa	27	0	0	0	33	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	329	92	4	67	38	0	6	18	12	7	0	20	0	0	0	29	36	188	0	1	20	0	0	0	0	0	0	0	0	131	40	0	0	44	6	0	0	3	0	0	0	0	0	0	0	0	0	367	114	84	117	39	9	5	0	55	3	0	0	0	3	0	0	0	0	0	0	0	0	8	0	26	2	0	10	2	0	37	24	15	5	31	0	0	0	9	0	0	0	0	0	0	0	11	0	22	0	0	45	10	0	14	0	33	3	0	0	0	0	0	16	0	8	0	52	7	0	3	0	0	0	0	0	0	0	14	58	10	0	6	9	8	11	0	6	15	16	7	4	20	1	0	0	0	0	0	0	0	0	54	51	83	6	0	13	7	16	0	20	8	2	0	0	72	48	10	0	40	157	5	5	0	0	0	0	0	0	0	0	0	19	0	0	0	44	0	0	0	44	2	0	0	0	4	0	0	0	0	0	0	25	30	0	33	41	12	14	2	0	0	34	0	0	0	40	116	40	279	0	19	22	2	5	0	0	0	0	0	169	18	0	0	59	0	0	20	0	0	0	0	0	0	435	211	35	89	32	13	0	6	0	69	2	0	0	0	0	0	0	0	0	0	0	0	23	2	41	0	6	0	0	0	29	83	13	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	13	15	0	5	0	0	0	0	0	0	0	63	19	50	0	0	0	0	0	0	0	8	15	0	30	13	11	0	50	13	10	3	9	78	2	0	0	0	0	2	0	0	0	11	71	47	14	9	0	3	14	0	14	32	0	0	30	19	2	0	8	54	5	0	0	0	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Anathece	Anathece minutissima	3404	12371	30450	32278	2635	67	943	128	1824	527	1358	4220	7210	1545	187	75	514	4	54	3	38	9842	10201	125	3359	508	4599	823	8953	5650	95	14726	3014	3417	2070	8	6110	199	1112	0	703	1389	676	79	0	2947	592	920	381	44	3421	2891	3694	477	4597	1042	1114	333	2401	753	5056	8075	9	4601	89	1	0	7	7300	15518	2489	2246	3071	2302	4197	8	3412	1487	4818	9076	7	7504	2760	9765	30092	11	9730	220	174	58	680	152	2014	159	22	5570	6617	25610	1855	1277	466	92	1408	2080	21365	32699	18975	3034	65	32	1301	212	7937	16	1079	1663	11955	24371	86	12654	3986	229	442	1077	2018	1402	13253	54	43	25	32671	2681	5504	6058	18	4394	191	1542	1088	31	17053	211	6918	2249	20429	22	2357	934	177	5	1147	835	533	525	13	17414	755	950	1192	296	1404	106	1615	73	73	2192	3829	26978	31620	1263	13179	6888	1581	1771	163	2506	1996	4565	19705	781	584	256	761	53	2954	1245	2580	276	1215	1071	32	182	407	374	2131	152	0	5639	182	63	5	1689	11281	34148	30588	5033	140	679	24	2290	531	1515	2099	6662	332	1002	199	400	184	54	0	7394	491	51	1616	673	398	5912	5368	21093	13541	4126	5516	1970	106	3059	7353	171	784	3	818	1208	1223	154	0	5696	1149	688	307	1747	984	3200	189	3537	932	122	2776	990	3931	6771	6986	116	29	4061	10221	1756	1140	851	2305	1212	2556	6	5824	1681	3983	5266	5384	1439	11979	24238	0	13275	98	118	87	1842	182	2636	16	2750	1461	5503	21874	873	1764	331	63	966	2758	28870	14026	3486	133	3697	328	10	524	636	6597	24212	6942	5255	14658	492	505	2433	278	25	22802	2090	1462	61	65	4839	1650	4084	429	56	15415	414	3958	892	15	2266	352	921	1336	348	383	13186	1198	450	488	711	448	1807	45	3541	440	112	33	4520	1193	25453	32382	982	4184	3965	177	719	219	226	10866	23912	1131	1418	135	278	642	862	867	412	87	487	22	1447	27	4984	46	470	0	14	0	327
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Unknown	Unknown	9	0	0	0	0	0	0	0	0	12	4	2	0	0	0	0	0	0	0	0	0	32	12	0	314	80	0	0	46	157	6	0	0	0	0	0	33	0	0	0	0	4	0	0	0	0	0	0	0	0	89	0	0	0	54	0	0	0	12	9	0	0	0	0	0	0	0	0	75	41	15	27	94	36	0	0	72	7	0	0	0	7	0	0	0	0	0	0	0	0	3	0	7	0	0	36	0	0	6	10	0	0	9	0	0	0	21	0	0	0	6	0	0	0	20	25	11	0	0	72	22	0	0	0	53	0	0	0	0	0	0	10	0	5	0	12	0	0	0	0	15	64	0	2	0	0	3	19	0	0	2	4	7	0	0	6	74	34	5	0	0	0	0	0	0	0	0	0	0	0	27	0	22	12	0	21	51	90	0	17	6	4	0	0	303	16	0	0	62	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	0	0	207	62	0	36	15	0	0	0	0	0	0	27	58	0	0	0	0	1	0	0	0	0	0	0	0	45	8	0	0	67	0	0	41	0	0	0	0	0	0	61	22	41	217	57	105	26	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	26	65	0	0	5	39	0	0	0	0	0	0	0	0	0	0	0	17	25	0	0	3	21	6	0	0	0	0	0	0	0	0	0	0	9	3	10	0	0	0	126	0	9	0	0	10	3	44	0	0	0	64	60	13	0	0	5	0	0	0	0	0	0	4	0	0	25	15	4	0	0	0	0	22	0	15	53	3	0	15	12	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Unknown	Unknown	Unknown	910	10	0	0	126	0	11	3	2673	1004	71	73	471	28	0	0	0	0	0	0	1	1562	605	7	1193	567	0	126	1107	559	52	0	2058	58	0	0	513	130	388	0	118	183	47	0	0	0	0	2	0	5	3313	423	482	452	4840	15	0	0	764	47	0	0	11	12	1	0	0	0	1526	536	279	1138	2388	34	25	10	11503	138	0	0	0	107	0	0	0	0	4	8	0	0	56	6	284	6	9	373	1	0	717	197	110	8	558	33	0	0	668	0	0	0	159	0	17	13	1740	364	739	0	7	1001	1534	67	194	49	2579	91	53	2	7	0	1	1184	0	252	0	3285	156	63	77	14	330	390	142	1300	450	1	447	4037	818	2	166	238	430	358	0	421	3449	5794	600	26	156	31	0	0	0	88	210	4	1	95	420	399	1355	74	6	353	594	4005	276	1395	1852	370	1391	0	8088	5031	107	24	1158	3093	38	224	17	5	172	43	0	1415	875	0	0	86	0	0	0	59	7	0	0	1336	1012	18	85	80	74	0	0	0	0	0	0	57	91	1	298	471	52	136	397	6	0	810	9	0	0	98	2574	86	329	0	65	194	173	8	0	0	0	0	0	767	426	832	74	706	24	0	232	42	0	5	0	0	0	390	889	119	645	377	455	50	32	10	387	76	0	0	25	0	0	0	0	0	0	0	0	14	35	379	4	69	186	1	0	81	970	81	0	32	21	0	0	0	0	0	0	8	329	271	6	1	81	1954	216	79	32	514	52	0	16	0	0	0	0	762	1190	3505	29	0	22	939	2	254	0	341	1034	95	900	197	195	105	5122	1657	2160	21	43	343	19	0	0	0	0	8	38	0	0	100	213	184	99	9	0	7	703	277	462	5319	89	7	757	3677	26	5	56	1683	12	0	0	10	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Unknown	Unknown	Unknown	Unknown	0	0	0	0	6	0	12	16	63	0	14	0	0	0	0	0	0	0	0	0	9	137	33	113	179	56	0	4	10	20	0	0	0	0	0	0	17	10	8	0	0	1	38	29	27	0	0	0	0	35	156	36	197	121	11	0	0	0	5	0	0	4	22	0	0	0	0	15	283	34	161	129	71	7	2	0	23	0	0	0	5	0	0	0	0	4	0	0	0	0	10	2	115	28	23	12	0	0	79	38	75	16	19	0	0	0	0	0	0	0	0	0	0	4	9	8	11	0	8	135	8	0	8	43	16	0	0	0	9	0	0	0	0	52	0	133	51	0	44	11	0	0	0	33	0	7	0	27	19	15	3	84	37	63	4	12	21	39	14	5	41	53	0	0	0	0	0	0	0	0	105	169	36	26	6	0	6	6	6	68	0	35	6	9	66	15	0	0	12	56	5	7	0	0	534	62	0	0	0	0	0	4	0	0	0	15	6	49	9	745	0	0	0	0	0	0	0	0	0	0	0	50	208	26	231	48	0	26	0	0	0	0	0	0	0	34	40	5	0	0	94	3	64	34	15	0	0	0	0	180	54	226	70	17	0	0	37	0	0	0	0	0	0	1009	52	149	95	21	19	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	80	5	82	8	0	0	0	0	720	58	56	0	0	0	0	0	0	0	0	0	6	8	1	0	0	652	11	0	0	0	0	0	0	0	0	0	0	0	1183	156	19	29	27	30	0	0	0	0	0	0	22	91	6	45	69	0	0	3	370	28	105	4	0	0	0	0	0	0	0	0	50	93	49	20	51	0	0	0	0	582	69	16	0	0	0	0	0	63	5	1	18	0	61	11	0	0	0	0	0
Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Unknown	Unknown	156	19	0	0	15	4	0	0	31	38	144	77	1	0	0	0	0	0	0	0	0	432	145	10	130	49	18	68	91	134	40	0	0	0	0	0	24	27	70	2	13	25	116	21	0	0	0	0	0	1	223	103	188	18	34	5	0	0	17	12	21	22	0	0	0	0	0	0	450	180	97	140	64	46	16	22	68	0	0	0	0	52	4	1	0	0	0	0	0	0	0	0	73	0	0	86	9	15	27	47	36	13	41	0	0	0	14	0	0	0	0	0	0	0	9	0	12	0	0	42	14	0	0	52	45	0	0	0	0	0	0	19	0	32	0	17	0	59	95	0	9	17	0	301	0	0	16	68	71	0	7	7	68	46	0	21	130	13	27	0	10	4	0	0	0	3	0	0	0	0	120	90	56	127	13	40	88	185	0	11	0	0	0	0	96	28	97	10	56	210	0	0	0	0	107	18	0	90	0	0	0	124	10	0	0	29	16	43	0	58	59	65	92	0	43	0	0	0	0	0	0	50	21	0	123	183	34	89	49	9	0	9	0	0	0	17	153	35	112	4	42	40	176	0	0	0	0	0	0	213	23	121	25	54	0	0	31	7	0	25	0	0	0	498	282	151	952	31	208	49	36	0	124	0	0	0	57	8	0	0	0	0	0	0	0	7	9	90	0	52	70	10	5	32	145	43	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	1	14	48	0	3	14	58	156	0	15	42	8	77	73	36	13	26	145	69	3	4	13	16	0	0	0	0	0	0	0	0	32	51	95	28	65	14	3	39	13	6	0	0	1	90	6	36	21	20	34	0	26	0	245	37	0	0	0	0	0
Plantae	Charophyta	Zygnematophyceae	Desmidiales	Unknown	Unknown	Unknown	12	0	0	0	0	0	0	76	0	0	0	29	0	0	0	0	0	0	0	0	12	105	53	0	86	72	0	3408	0	0	469	0	0	0	0	0	0	29	42	0	0	0	96	0	0	0	0	0	0	0	27	156	2738	66	0	0	0	0	0	0	0	0	1	0	0	0	0	0	65	0	37	252	3	4	0	8	39	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	9	0	2	0	0	0	0	0	12	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	9	110	0	0	0	0	0	0	0	0	0	8	0	0	0	0	79	819	90	411	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	24	19	0	0	0	29	0	0	0	0	0	0	0	0	33	4	0	94	153	1754	0	0	0	0	0	0	0	0	0	54	59	48	0	0	27	158	0	0	0	0	0	0	29	29	2223	64	0	0	0	0	0	0	0	0	0	0	41	0	46	1713	13	4	0	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	75	43	0	0	0	0	0	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Sphaerellopsis	Sphaerellopsis gelatinosa	0	0	0	0	11	0	18	0	111	0	0	0	0	0	0	0	0	0	0	0	34	96	80	6	0	268	0	0	0	0	43	0	0	0	0	25	56	140	5	35	123	66	371	0	0	0	0	0	0	1	291	755	82	11	0	0	0	0	0	1	0	0	8	0	0	0	0	53	190	643	1903	13	0	0	0	34	0	0	0	0	17	0	0	0	0	48	0	0	0	0	17	18	64	0	88	0	0	0	70	268	52	0	68	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	28	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	65	211	51	8	0	0	0	0	0	42	17	0	0	0	0	15	0	0	0	260	599	66	24	90	7	206	71	0	0	0	0	0	0	42	0	0	0	0	58	50	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	44	36	42	20	179	0	0	0	0	27	0	0	0	0	0	0	311	21	39	0	773	6	0	0	0	0	0	0	0	0	64	1745	179	8	171	223	306	855	38	0	0	0	0	0	439	711	162	25	0	0	0	0	0	0	0	0	0	0	486	1778	2336	55	12	26	0	0	33	0	0	0	0	0	0	0	0	61	0	0	0	0	71	35	120	0	1	0	0	0	112	267	45	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	14	0	0	73	325	89	14	0	0	0	0	50	154	65	0	0	0	0	0	23	0	0	0	249	392	155	94	130	0	173	0	0	0	0	0	0	0	0	0	0	146	122	14	0	6	0	0	0	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Unknown	Unknown	0	4	0	0	0	0	0	4	0	0	0	5	7	0	0	0	0	0	0	0	20	0	0	0	0	0	36	0	26	55	0	3	37	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	41	0	0	0	0	7	0	0	87	0	9	0	0	13	19	0	0	0	25	0	0	0	0	0	0	0	6	30	22	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	7	0	0	15	0	10	0	0	0	0	4	44	0	0	0	0	0	2	12	0	0	8	0	0	0	0	12	3	0	0	0	0	0	9	0	0	0	213	99	3	0	0	0	0	0	0	39	102	294	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5	0	11	20	0	0	0	92	0	0	0	0	0	0	0	0	0	27	20	28	2	147	24	10	0	0	0	5	0	15	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	58	0	9	0	0	24	0	0	0	41	0	0	0	0	0	0	0	33	11	0	32	9	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	12	11	5	44	0	0	0	0	0	0	0	0	0	0	16	13	27	0	0	0	0	19	6	374	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	493	290	0	0	0	0	0	0	0	69	48	37	0	0	0	0	0	0	0	0	0	0	2	1	0	0	16	28	0	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	Haematococcus lacustris	7	10	13	0	0	86	0	0	21	33	45	109	21	31	0	0	203	0	764	13	29	23	0	1	0	2	12	16	6	14	7	4	17	1867	5978	36	5	9	18	0	0	0	0	0	351	19	15	0	9	64	45	0	0	5	38	10	8	0	0	0	0	20	54	719	0	0	7	67	26	15	160	71	0	0	0	19	162	41	91	983	543	187	125	23	5	20	617	33	1974	8309	8	0	5	0	144	4041	1104	128	8	0	9	0	9	0	0	0	2296	168	193	27	11	15	0	102	34	4	161	0	302	2708	2004	840	186	59	21	2221	5	782	336	26	0	70	85	1733	42	159	41	0	95	181	142	0	0	7	13	310	135	2024	1002	134	90	68	216	224	670	302	14	43	0	0	0	0	28572	177	3068	2	6	94	61	30	0	4	1	13	344	26	33	6	88	0	0	0	3	4	20	0	4301	26428	10	13	3	28	0	0	0	0	0	118	92	0	0	4	0	1	0	0	0	0	24	25	69	37	455	18	21	7	0	108	217	281	55	0	3	0	0	19	17	1	0	7	0	21	2728	12077	5802	0	0	0	11	1	1	0	0	0	519	43	5	0	8	43	0	0	4	48	7	0	0	0	0	0	2854	0	0	28	23	24	197	0	0	0	0	12	1787	37	79	108	105	18	7	49	9	4612	10	3457	7977	6	0	0	1	1555	138	1134	524	3	0	8	0	0	0	0	10238	62	359	16	16	159	10	0	1	0	4065	1093	93	546	40	554	503	99	0	32	16	12	213	411	54	922	272	93	0	0	2	0	616	98	3017	121	42	229	363	98	0	3	77	0	2	0	0	12798	455	353	3231	0	18	51	20	2	3	35	7	5	372	0	71	84	4	0	0	0	84	5	3379	26714	24	35	3	0	0	0	0	0	0	0	1496	2097
Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Pandorina	Pandorina morum	23915	9568	4010	3257	753	601	821	312	731	1452	17632	10054	4771	10064	732	421	11048	251	5055	120	1588	4811	1077	3735	12454	7391	10636	16050	7571	8092	13465	7221	1831	15146	11632	256	2812	9522	11889	539	328	203	1035	208	3727	2276	4922	11375	5751	7883	4932	1528	3075	330	4612	16328	22023	16976	3288	821	11317	7103	3882	2007	1680	1964	4219	958	5057	4180	12816	8589	18384	14010	10802	745	2297	10708	18640	9620	608	2523	19312	10664	604	1667	1341	6449	6298	7962	138	91	1368	442	1241	18527	21425	2073	3372	2793	932	500	4589	4156	828	1028	1404	15396	864	102	3794	3815	8234	1170	8206	8074	11424	10210	2756	8848	13044	13321	12824	6053	6828	16634	810	6163	7764	1865	146	14465	10068	10705	2503	574	417	2402	5517	6054	1013	4232	9635	5640	5680	4073	26296	15981	15893	6058	7798	14267	8967	7545	6466	7765	14461	14439	204	60	1364	601	3628	1477	14951	6169	5224	5368	2584	484	3914	5911	1661	17607	1875	20864	21099	8480	11527	2194	2518	145	857	1429	9060	6499	8223	5054	8611	14216	9544	3253	23	114	292	58	6618	809	884	189	17	29802	19823	1134	4046	7434	260	1451	1585	10380	3832	14507	14972	10972	1365	7078	9188	19173	18858	5692	418	10877	2161	275	21334	11900	14063	14695	13070	7524	5876	9670	17433	10221	5264	10747	10100	13330	11359	498	6063	1447	2534	298	2328	10520	10755	12415	8953	16234	3228	6536	625	13174	11815	3378	14003	2089	13711	7272	17809	8776	5551	14687	8141	20717	16477	26410	10762	12242	9473	546	20153	11517	24605	18808	11444	9294	13744	5176	645	7836	7408	7346	11315	2511	386	2051	726	27143	17590	24530	8262	11440	4749	601	542	21863	1964	2630	7860	13152	1707	19715	9527	1140	16432	8379	6694	4979	22338	17873	11234	17897	33197	15608	15439	3163	726	18942	6505	5439	8693	6835	3201	10829	9939	6259	16460	6779	21246	5424	2358	26110	21102	27111	18230	18729	9240	15924	8874	13777	20209	7736	631	4277	410	13752	7074	9223	12635	22896	9027	4591	1856	10662	10954	5865	2193	26592	1746	32736	17848	8528	14738	11647	366	683	30015	9547	8054	4870	28379	23536	11081	594	78	1014	120	10141	0	4247	762	167
Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedocladium	Oedocladium carolinianum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	1	0	0	0	0	0	0	0	0	0	0	0	2	144	0	0	13	33	0	0	0	0	0	0	0	0	5	164	0	6	41	0	0	0	0	0	0	0	0	0	0	0	0	0	10	178	15	54	3	0	0	0	11	0	0	0	0	6	0	0	0	0	13	0	0	0	0	25	0	37	0	0	0	0	0	36	30	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	8	21	43	7	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	41	63	25	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	141	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	12	0	0	0	0	0	9	0	0	0	0	0	0	25	5	6	0	0	0	0	0	0	0	0	0	0	0	81	0	2	0	27	72	5	0	0	6	0	0	0	0	119	8	11	55	0	0	0	0	0	0	0	0	0	0	156	39	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	51	0	21	2	0	0	0	0	34	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	26	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	10	0	0	1	0	0	0	0	0	0
